batch_id,poison_label,mean_qber,std_qber,skew_qber,kurtosis_qber,frac_qber_0.000,frac_qber_0.125,frac_qber_0.250,frac_qber_0.375,frac_qber_0.500,frac_qber_0.625,frac_qber_0.750,frac_qber_0.875,frac_qber_1.000
74,30,0.37,0.28390139133156783,0.8688317089974844,-0.18520525340344562,0.11,0.13,0.34,0.11,0.1,0.03,0.06,0.05,0.07
75,30,0.2875,0.2019436802675439,1.4855627054164153,2.6202492623420106,0.05,0.3,0.31,0.17,0.1,0.01,0.02,0.02,0.02
76,30,0.37375,0.2880402532633243,0.7526568404998366,-0.2748685090352181,0.13,0.17,0.15,0.26,0.08,0.04,0.04,0.06,0.07
77,30,0.31125,0.249057598759805,1.1829016017847418,0.9526626236189863,0.11,0.24,0.26,0.19,0.06,0.03,0.04,0.03,0.04
78,30,0.29,0.22352292947257113,1.52810351688276,2.537684536857731,0.08,0.28,0.3,0.17,0.08,0.03,0.0,0.02,0.04
79,30,0.3675,0.3121598148384894,0.7848174019598596,-0.5399295466897485,0.14,0.23,0.18,0.12,0.09,0.05,0.05,0.04,0.1
80,30,0.34125,0.2668420647124437,0.9457994939590004,0.1823522072943815,0.11,0.21,0.25,0.15,0.1,0.05,0.04,0.04,0.05
81,30,0.31125,0.22184947036222558,1.0521549987302599,0.9050995357678535,0.09,0.2,0.32,0.2,0.04,0.06,0.06,0.01,0.02
82,30,0.2925,0.24188065238873485,1.2036861101037946,1.2586407310029397,0.15,0.21,0.28,0.16,0.1,0.01,0.02,0.04,0.03
83,30,0.3625,0.23684119151870522,1.0346836575809601,0.5257097632699925,0.04,0.16,0.35,0.17,0.1,0.05,0.07,0.02,0.04
84,30,0.4225,0.2821679464432486,0.4204421327423487,-0.7842066964357715,0.08,0.16,0.18,0.13,0.16,0.1,0.05,0.09,0.05
85,30,0.33,0.23947860029656093,1.1249783427430282,0.9519847842330047,0.08,0.2,0.3,0.19,0.09,0.03,0.05,0.02,0.04
86,30,0.34125,0.2573027156871843,0.9220333563028086,0.14022164757771538,0.1,0.19,0.29,0.16,0.07,0.04,0.09,0.02,0.04
87,30,0.32125,0.21378654658326843,0.9480508006166918,0.5983770774696069,0.05,0.26,0.26,0.18,0.12,0.06,0.03,0.03,0.01
88,30,0.28125,0.22595284353156522,1.2806008081580624,1.80464206330576,0.13,0.25,0.29,0.12,0.13,0.02,0.01,0.02,0.03
89,30,0.3025,0.25628353439111146,0.9780551659931003,0.46449149644771115,0.16,0.26,0.17,0.15,0.11,0.07,0.02,0.02,0.04
90,30,0.35375,0.25498468091240306,0.8596794019147063,-0.06668413034805276,0.08,0.2,0.24,0.23,0.06,0.03,0.07,0.07,0.02
91,30,0.355,0.24413111231467405,1.030242558436288,0.5138623400972939,0.04,0.23,0.28,0.15,0.13,0.05,0.06,0.01,0.05
92,30,0.32875,0.23093221408023612,0.6263036595205856,-0.2519655131734253,0.11,0.2,0.21,0.21,0.12,0.04,0.07,0.04,0.0
93,30,0.35875,0.24216149053885508,0.9676868164307817,0.2520660893204041,0.03,0.25,0.24,0.19,0.11,0.06,0.04,0.05,0.03
94,30,0.30625,0.23477049963741187,0.7753323340986245,0.19184387527179503,0.15,0.21,0.18,0.23,0.11,0.02,0.06,0.03,0.01
95,30,0.25875,0.18307699882836181,1.0628434404970744,1.3707788725677181,0.11,0.26,0.33,0.18,0.05,0.02,0.04,0.01,0.0
96,30,0.32125,0.2575455056878298,1.0799449465496624,0.6143018331883918,0.12,0.22,0.25,0.18,0.08,0.04,0.02,0.05,0.04
97,30,0.3325,0.2635218207283791,1.0344755334312368,0.49349486924803854,0.13,0.17,0.26,0.23,0.04,0.04,0.04,0.04,0.05
98,30,0.2925,0.22306109028694357,1.191830558161211,0.9551868398260654,0.08,0.3,0.28,0.15,0.07,0.02,0.06,0.03,0.01
99,30,0.35375,0.2823201861362379,0.8468317558146964,-0.15620432366325598,0.13,0.18,0.25,0.14,0.09,0.06,0.04,0.05,0.06
0,40,0.40375,0.28109995997865245,0.5406450153000176,-0.7803651851529736,0.09,0.13,0.27,0.14,0.08,0.1,0.04,0.12,0.03
1,40,0.37875,0.27525840132500956,0.8778343582991309,0.05093505204578275,0.09,0.15,0.26,0.18,0.12,0.06,0.02,0.04,0.08
2,40,0.34,0.24243555844801312,0.7184770696860833,0.09655321020531105,0.12,0.16,0.23,0.21,0.11,0.07,0.04,0.04,0.02
3,40,0.36875,0.28304979685560633,0.7699146430985708,-0.3983391816813633,0.09,0.25,0.16,0.2,0.06,0.06,0.08,0.04,0.06
4,40,0.36375,0.2687325575735103,0.7506352328264516,-0.2020160012838832,0.1,0.2,0.2,0.19,0.09,0.07,0.07,0.03,0.05
5,40,0.37125,0.2582725062797045,0.9244412527135548,0.407666588155839,0.07,0.19,0.2,0.23,0.14,0.05,0.03,0.02,0.07
6,40,0.34875,0.2682670078485239,1.1412347712454922,0.5440859741818835,0.07,0.23,0.28,0.15,0.11,0.04,0.0,0.05,0.07
7,40,0.37,0.25794863829840237,0.7159043080909054,-0.3626466326412743,0.07,0.2,0.24,0.17,0.09,0.09,0.04,0.08,0.02
8,40,0.35,0.2721442632134655,1.0011908802084872,0.14703840196549756,0.09,0.21,0.28,0.16,0.06,0.05,0.05,0.04,0.06
9,40,0.34,0.24499999999999997,0.5377351273703982,-0.6797816611536112,0.11,0.22,0.19,0.18,0.09,0.08,0.09,0.04,0.0
10,40,0.375,0.2942150573984955,0.851252365369886,-0.23507409193395024,0.1,0.22,0.18,0.19,0.1,0.03,0.06,0.02,0.1
11,40,0.345,0.27278654658908674,0.9951700720496948,0.027269182819030124,0.08,0.26,0.26,0.12,0.09,0.03,0.06,0.05,0.05
12,40,0.365,0.24854577043273135,0.8967297609934112,0.46645155024508567,0.09,0.11,0.3,0.22,0.09,0.08,0.03,0.03,0.05
13,40,0.39125,0.28375550655449844,0.6136295787763546,-0.7015300617748568,0.07,0.24,0.19,0.11,0.12,0.09,0.06,0.07,0.05
14,40,0.375,0.2645751311064591,0.8668716428950466,0.11104910714285587,0.07,0.19,0.23,0.19,0.11,0.08,0.04,0.02,0.07
15,40,0.31625,0.21173022339760564,0.8064638078125456,0.7472897611481759,0.1,0.16,0.33,0.15,0.13,0.08,0.03,0.0,0.02
16,40,0.385,0.3110868046060456,0.605490943499984,-0.9109975340750576,0.12,0.24,0.18,0.08,0.09,0.09,0.03,0.11,0.06
17,40,0.34875,0.25817569114848904,1.0108916791411995,0.4147336766658989,0.09,0.17,0.31,0.16,0.1,0.04,0.04,0.04,0.05
18,40,0.33125,0.26714637841453137,0.9331274137978081,0.1305701828888517,0.14,0.18,0.27,0.14,0.11,0.03,0.02,0.08,0.03
19,40,0.36,0.2563444947721718,0.7879434765987249,0.034893953184116366,0.1,0.16,0.23,0.23,0.09,0.04,0.08,0.03,0.04
20,40,0.36,0.2705780848479788,0.8881918577050857,-0.1478254030548647,0.06,0.28,0.2,0.15,0.1,0.06,0.05,0.05,0.05
21,40,0.33,0.27301556732171883,1.0402662783286587,0.3423737847420596,0.12,0.25,0.21,0.16,0.09,0.05,0.02,0.04,0.06
22,40,0.36625,0.26056129317302673,0.8084968631687973,0.0271683696809073,0.1,0.14,0.25,0.23,0.08,0.06,0.04,0.06,0.04
23,40,0.31,0.23682799665580082,0.9175763891683621,0.6711119844074211,0.15,0.16,0.26,0.21,0.09,0.05,0.02,0.04,0.02
24,40,0.31875,0.2167768149503078,1.0087428855136706,1.2039684661994254,0.07,0.25,0.2,0.27,0.08,0.07,0.03,0.0,0.03
25,40,0.33,0.26781523481684155,1.0273771917537642,0.18738656673098752,0.1,0.26,0.26,0.11,0.09,0.05,0.03,0.06,0.04
26,40,0.36375,0.26344769404950197,0.8235758026614789,-0.017321106026799704,0.08,0.22,0.19,0.21,0.09,0.08,0.04,0.04,0.05
27,40,0.39125,0.27987441380019007,0.5909223410586664,-0.6032798587857013,0.08,0.22,0.17,0.15,0.11,0.09,0.09,0.03,0.06
28,40,0.3125,0.24206145913796356,1.0782385635841447,0.5450666666666661,0.09,0.27,0.26,0.15,0.09,0.02,0.06,0.04,0.02
29,40,0.335,0.268025185383762,0.856797437985617,-0.26575713358925057,0.1,0.29,0.18,0.16,0.05,0.09,0.03,0.08,0.02
30,40,0.32375,0.25805462115606453,1.007118784152101,0.39550940102422905,0.11,0.26,0.2,0.19,0.06,0.08,0.02,0.04,0.04
31,40,0.355,0.282687990547883,0.6033949332002694,-0.6809215381998857,0.16,0.18,0.16,0.2,0.07,0.04,0.09,0.08,0.02
32,40,0.295,0.2117781858454737,1.018549294290977,1.1628346811929786,0.11,0.21,0.29,0.2,0.09,0.04,0.02,0.03,0.01
33,40,0.325,0.22500000000000003,0.8353909465020574,0.41975308641975273,0.1,0.17,0.29,0.2,0.09,0.07,0.03,0.04,0.01
34,40,0.33125,0.25395312067387554,0.9381336757299411,0.2104900541162027,0.09,0.27,0.2,0.18,0.08,0.05,0.08,0.01,0.04
35,40,0.315,0.23350588857671234,0.8246407000525096,0.2752784930754357,0.12,0.21,0.24,0.19,0.08,0.07,0.06,0.01,0.02
36,40,0.33625,0.29458392267739253,0.9691490633078707,-0.20131525884066637,0.12,0.31,0.15,0.18,0.01,0.07,0.03,0.07,0.06
37,40,0.32625,0.26392174503060567,0.952484274455248,0.2901173731231119,0.15,0.17,0.26,0.17,0.1,0.01,0.06,0.04,0.04
38,40,0.3525,0.2659769726874866,0.9706076698347487,0.048481467273421064,0.07,0.24,0.25,0.17,0.08,0.04,0.04,0.07,0.04
39,40,0.3825,0.2909145063416398,0.7889170766696731,-0.34413198031240144,0.11,0.14,0.28,0.15,0.08,0.07,0.03,0.06,0.08
40,40,0.4025,0.29768901558505645,0.41357092976548865,-0.9446400154680532,0.13,0.17,0.14,0.17,0.09,0.07,0.11,0.07,0.05
41,40,0.31125,0.25890092216907995,1.0001041579638645,0.5969409049791654,0.17,0.18,0.24,0.17,0.09,0.05,0.04,0.01,0.05
42,40,0.3425,0.2631658222490147,0.9296157102147404,0.2779667236266401,0.11,0.21,0.22,0.17,0.13,0.04,0.03,0.04,0.05
43,40,0.36125,0.2822316203050253,0.8143689549707973,-0.3686852007342547,0.11,0.19,0.25,0.18,0.03,0.07,0.04,0.09,0.04
44,40,0.34625,0.2650795871054578,0.9253884311542431,0.07749488912959412,0.1,0.2,0.27,0.16,0.07,0.07,0.03,0.06,0.04
45,40,0.33375,0.2616384671641385,0.6960901233773427,-0.20739374507026875,0.16,0.18,0.18,0.18,0.13,0.05,0.04,0.06,0.02
46,40,0.3875,0.2912795049432761,0.7468477279458868,-0.6471312434500374,0.06,0.25,0.23,0.11,0.1,0.04,0.07,0.08,0.06
47,40,0.3975,0.27350731251650295,0.7148898916128715,-0.4217544863317335,0.06,0.19,0.19,0.23,0.1,0.04,0.06,0.08,0.05
48,40,0.37,0.2715234796477093,0.6894427638946161,-0.3406768920409249,0.11,0.17,0.21,0.19,0.1,0.06,0.06,0.06,0.04
49,40,0.38375,0.2740067289319735,0.725392436402947,-0.1514841777150875,0.1,0.15,0.22,0.18,0.12,0.1,0.02,0.04,0.07
50,40,0.36125,0.2827847016724914,0.80498781916962,-0.1557484049548976,0.13,0.17,0.23,0.16,0.08,0.1,0.02,0.04,0.07
51,40,0.42125,0.2987761494831875,0.6091174594822691,-0.7429758738353867,0.08,0.14,0.26,0.12,0.13,0.05,0.05,0.08,0.09
52,40,0.41,0.28563525692743186,0.6396280476918834,-0.5774941434888707,0.09,0.11,0.26,0.18,0.12,0.03,0.05,0.1,0.06
53,40,0.3475,0.26843295252259924,0.8920617008074214,-0.04081127077590807,0.08,0.28,0.21,0.1,0.13,0.08,0.03,0.04,0.05
54,40,0.33125,0.24454996933142312,0.9684339915753333,0.8249258413429255,0.12,0.17,0.23,0.24,0.1,0.04,0.05,0.0,0.05
55,40,0.35375,0.25437116090469064,0.8789443520127279,0.34297886027306346,0.09,0.2,0.21,0.19,0.15,0.05,0.03,0.03,0.05
56,40,0.31875,0.27407514936600874,1.0882578419355757,0.5192079134023397,0.13,0.3,0.14,0.16,0.13,0.03,0.02,0.02,0.07
57,40,0.33125,0.2729325695112256,0.9413142318209969,0.11887702112576815,0.14,0.21,0.23,0.16,0.07,0.06,0.04,0.04,0.05
58,40,0.36125,0.2703556685183427,0.7467242453833914,-0.21449730043302306,0.11,0.19,0.21,0.18,0.09,0.07,0.07,0.03,0.05
59,40,0.37375,0.2747129183347591,0.8323276675009507,-0.14931901206968634,0.09,0.17,0.25,0.19,0.09,0.04,0.06,0.05,0.06
60,40,0.38625,0.2963818272094293,0.6400199213861661,-0.6648110318902729,0.12,0.17,0.22,0.14,0.08,0.09,0.03,0.09,0.06
61,40,0.35375,0.27673035160603543,0.7791951617926867,-0.3128119437211252,0.11,0.24,0.18,0.16,0.09,0.08,0.03,0.07,0.04
62,40,0.34,0.2761792895928295,1.1183916009493355,0.36246252256380984,0.09,0.24,0.29,0.11,0.11,0.01,0.04,0.04,0.07
63,40,0.31625,0.2465100150095326,0.8236987803781674,0.3311123585314304,0.16,0.17,0.22,0.21,0.07,0.09,0.03,0.02,0.03
64,40,0.3375,0.2496873044429772,1.0637365177693916,0.5484010778826787,0.07,0.24,0.26,0.18,0.08,0.06,0.03,0.04,0.04
65,40,0.34375,0.28027609155973326,0.9364434321216198,0.16022319806949525,0.14,0.18,0.26,0.11,0.13,0.05,0.04,0.01,0.08
66,40,0.34875,0.25817569114848904,0.9564131678335444,0.30025894725613167,0.09,0.2,0.24,0.2,0.11,0.03,0.03,0.06,0.04
67,40,0.38125,0.27005497125585376,0.822081629600149,-0.3146413808001798,0.04,0.24,0.26,0.11,0.11,0.07,0.08,0.03,0.06
68,40,0.365,0.2736786436680802,0.9367073939086145,-0.1868697649380313,0.06,0.22,0.32,0.08,0.12,0.04,0.02,0.1,0.04
69,40,0.3625,0.27641680484369974,0.8644809252818129,-0.2973640960016053,0.08,0.21,0.3,0.12,0.04,0.08,0.07,0.05,0.05
70,40,0.3825,0.278287171820765,0.6042575698869482,-0.5668428681965998,0.09,0.23,0.13,0.22,0.04,0.14,0.05,0.05,0.05
71,40,0.3775,0.27384986762823166,0.7277266885225933,-0.43289163171020295,0.08,0.18,0.3,0.09,0.08,0.12,0.05,0.05,0.05
72,40,0.335,0.23040724814987917,0.676145361482695,-0.04928361459485853,0.09,0.22,0.2,0.2,0.14,0.05,0.06,0.03,0.01
73,40,0.34375,0.23675871156094763,1.006074338473414,0.7961490366521389,0.07,0.2,0.24,0.24,0.1,0.05,0.04,0.02,0.04
74,40,0.36625,0.2623541261348866,0.871272903681426,0.09488651679380133,0.09,0.14,0.32,0.12,0.15,0.04,0.04,0.05,0.05
75,40,0.3525,0.2857993177038742,0.9896572604818994,0.01814962814630494,0.11,0.2,0.27,0.15,0.09,0.01,0.04,0.06,0.07
76,40,0.32875,0.24853005351466048,0.563454908188715,-0.1934150979351057,0.18,0.13,0.2,0.17,0.17,0.07,0.01,0.06,0.01
77,40,0.31,0.26129485260907837,1.1645661097054563,0.7166231293980005,0.13,0.25,0.22,0.21,0.05,0.01,0.04,0.05,0.04
78,40,0.34625,0.2560853129330146,0.9883283084743193,0.25922460721955165,0.08,0.2,0.29,0.18,0.06,0.05,0.06,0.04,0.04
79,40,0.31375,0.26545656424356884,1.1043848241606087,0.4675263958453417,0.13,0.25,0.24,0.16,0.06,0.03,0.04,0.05,0.04
80,40,0.375,0.2883140648667699,0.7285679631151909,-0.40799366838148066,0.13,0.14,0.24,0.18,0.08,0.05,0.05,0.07,0.06
81,40,0.37375,0.27127880031436297,0.7994172578861423,-0.15486740248847175,0.09,0.17,0.24,0.2,0.08,0.05,0.08,0.03,0.06
82,40,0.3525,0.2769137952504353,0.8458477597587429,-0.13816443533853429,0.12,0.19,0.25,0.14,0.09,0.07,0.03,0.06,0.05
83,40,0.395,0.2731300056749532,0.7269944858391089,-0.41292456101890895,0.06,0.18,0.25,0.14,0.15,0.04,0.05,0.08,0.05
84,40,0.3875,0.2764168048436998,0.5781701695402113,-0.5984668849661889,0.1,0.17,0.2,0.15,0.16,0.04,0.05,0.1,0.03
85,40,0.37625,0.261303822207024,0.7355141945093816,-0.12093909270916336,0.09,0.15,0.23,0.21,0.12,0.05,0.05,0.06,0.04
86,40,0.3375,0.2747157621979489,0.9885994482398309,0.0407134498411823,0.1,0.26,0.24,0.14,0.05,0.07,0.04,0.05,0.05
87,40,0.31125,0.25030918381074235,1.232645722400463,1.0758001953345202,0.09,0.3,0.21,0.18,0.09,0.03,0.03,0.02,0.05
88,40,0.33875,0.26942937386261356,0.7845389117442625,-0.06584485686392272,0.14,0.22,0.18,0.13,0.15,0.06,0.05,0.02,0.05
89,40,0.34875,0.2557434016744127,0.8659814386856194,0.08817306280453518,0.08,0.24,0.21,0.17,0.12,0.05,0.06,0.03,0.04
90,40,0.36375,0.2652210163241216,0.8339878613859434,0.07685747159408907,0.09,0.2,0.21,0.18,0.12,0.08,0.03,0.03,0.06
91,40,0.33625,0.24855520010653567,0.9815340354942839,0.1963720896713843,0.06,0.28,0.24,0.14,0.11,0.06,0.02,0.07,0.02
92,40,0.3775,0.27555625559946917,0.6691483561982324,-0.3799281130804548,0.1,0.19,0.2,0.14,0.15,0.07,0.04,0.06,0.05
93,40,0.36,0.25266083986245275,0.6796353994773118,-0.2345755023043381,0.08,0.23,0.17,0.2,0.11,0.08,0.07,0.03,0.03
94,40,0.30875,0.26836018240417114,1.0355884645753408,0.28412441943580413,0.15,0.26,0.22,0.12,0.08,0.05,0.04,0.04,0.04
95,40,0.3375,0.2847696437473629,1.0316623756016148,0.1031552451913984,0.12,0.23,0.27,0.12,0.06,0.05,0.04,0.04,0.07
96,40,0.29625,0.21697854156575022,1.0620588390906145,1.3084226424327907,0.11,0.24,0.21,0.28,0.06,0.02,0.05,0.01,0.02
97,40,0.35625,0.2735044560880133,0.8331805387660596,-0.16058518361976715,0.12,0.16,0.25,0.22,0.03,0.06,0.05,0.07,0.04
98,40,0.34375,0.2570110649369011,0.7795859363418415,-0.11964338983193157,0.11,0.19,0.27,0.13,0.08,0.11,0.04,0.04,0.03
99,40,0.38625,0.28344697475894853,0.8714635298934377,0.04707742183255137,0.1,0.13,0.26,0.17,0.14,0.06,0.02,0.01,0.11
0,50,0.42125,0.2902881111930008,0.615837257176792,-0.7684394094441522,0.07,0.11,0.33,0.11,0.08,0.08,0.06,0.09,0.07
1,50,0.40625,0.31443153070263163,0.67406362992736,-0.6620642866854785,0.13,0.12,0.23,0.17,0.11,0.02,0.04,0.06,0.12
2,50,0.405,0.25927784324928344,0.4514104251679608,-0.7395460286740416,0.06,0.17,0.2,0.18,0.11,0.1,0.09,0.07,0.02
3,50,0.37375,0.28531506707497944,0.8246335606242872,-0.3312098458724857,0.08,0.24,0.19,0.18,0.1,0.01,0.09,0.04,0.07
4,50,0.385,0.2596150997149434,0.6835830119471048,-0.250810630541785,0.08,0.14,0.24,0.23,0.06,0.1,0.06,0.05,0.04
5,50,0.3525,0.2890609797257319,0.5833239817444236,-0.6734088154265132,0.19,0.15,0.2,0.09,0.15,0.06,0.05,0.08,0.03
6,50,0.3525,0.26831651085984254,0.8102773804409612,-0.1609359462654476,0.09,0.26,0.18,0.15,0.12,0.05,0.08,0.02,0.05
7,50,0.335,0.266270539113887,1.0106592372830638,0.3019122714007483,0.11,0.22,0.25,0.17,0.07,0.05,0.04,0.04,0.05
8,50,0.385,0.2865091621571639,0.7738669220358396,-0.2856734911458063,0.1,0.17,0.2,0.22,0.08,0.06,0.04,0.05,0.08
9,50,0.3825,0.26209492555179315,0.39578602682381747,-0.50679992838865,0.13,0.13,0.15,0.21,0.14,0.1,0.07,0.04,0.03
10,50,0.38875,0.3009853609396976,0.691611936663377,-0.6064547271905183,0.11,0.2,0.17,0.19,0.08,0.05,0.05,0.07,0.08
11,50,0.35625,0.2954736663393204,0.9424635291952516,-0.229871927690946,0.1,0.25,0.25,0.1,0.09,0.03,0.05,0.05,0.08
12,50,0.3625,0.255868618630734,0.708662841536606,-0.039222834228559655,0.11,0.15,0.21,0.22,0.13,0.05,0.04,0.06,0.03
13,50,0.37375,0.2792260508978344,0.5562022882926292,-0.7222072528068662,0.11,0.22,0.16,0.15,0.1,0.09,0.07,0.07,0.03
14,50,0.3775,0.29046299247924856,0.5304836147852044,-0.7179555011279839,0.14,0.19,0.16,0.12,0.12,0.11,0.05,0.06,0.05
15,50,0.40625,0.2791588929265912,0.6709871504055733,-0.49541146098328515,0.08,0.11,0.3,0.14,0.12,0.06,0.05,0.08,0.06
16,50,0.3825,0.3066043867918396,0.5202079473263455,-1.0217295163005924,0.13,0.24,0.16,0.08,0.08,0.11,0.05,0.11,0.04
17,50,0.4075,0.2848354788294464,0.41856151449735707,-0.8309814844319141,0.12,0.1,0.25,0.12,0.12,0.08,0.09,0.08,0.04
18,50,0.3475,0.2637351891576094,0.7888020727671957,-0.05074776325902963,0.12,0.19,0.23,0.14,0.14,0.05,0.05,0.04,0.04
19,50,0.38125,0.27120967442183913,0.7699175248761146,-0.2624048527662728,0.08,0.17,0.24,0.19,0.11,0.03,0.07,0.06,0.05
20,50,0.33375,0.24370512407415645,0.7433800112519499,-0.08988336055034107,0.1,0.23,0.22,0.16,0.09,0.11,0.04,0.03,0.02
21,50,0.37375,0.2885822023271706,0.7728536593900643,-0.391311215634635,0.09,0.25,0.17,0.15,0.1,0.09,0.02,0.06,0.07
22,50,0.375,0.2926174977679906,0.6828625074451483,-0.6916724385955564,0.11,0.21,0.21,0.14,0.09,0.03,0.07,0.1,0.04
23,50,0.3775,0.30617601147052653,0.7158680102166428,-0.660132485841967,0.13,0.18,0.26,0.09,0.07,0.07,0.06,0.06,0.08
24,50,0.3775,0.28005579801175334,0.7699363874810646,-0.46172914677452503,0.07,0.23,0.23,0.14,0.09,0.06,0.06,0.07,0.05
25,50,0.375,0.3066961036596324,0.7514987142795158,-0.625302148982902,0.12,0.23,0.17,0.17,0.07,0.04,0.03,0.1,0.07
26,50,0.38375,0.3011721891211072,0.685694373678255,-0.6297961040869655,0.12,0.2,0.16,0.2,0.08,0.03,0.06,0.08,0.07
27,50,0.36375,0.26106452746399694,0.6661371402074392,-0.20056213820726887,0.1,0.21,0.16,0.17,0.19,0.02,0.08,0.03,0.04
28,50,0.3775,0.28667272280424594,0.8758231476574605,-0.25116055615357435,0.07,0.22,0.27,0.11,0.09,0.07,0.06,0.02,0.09
29,50,0.35875,0.2992986593688652,0.7829745850333658,-0.518671282755339,0.13,0.23,0.23,0.08,0.07,0.09,0.05,0.05,0.07
30,50,0.42375,0.28608073598199507,0.6325099124766572,-0.5973436194019288,0.05,0.19,0.17,0.21,0.1,0.08,0.06,0.05,0.09
31,50,0.37125,0.2701012541622123,0.49660294045819636,-0.6951892143772875,0.13,0.15,0.21,0.16,0.1,0.08,0.09,0.06,0.02
32,50,0.36,0.2868361901852693,0.7727723271190443,-0.35319441132094864,0.13,0.19,0.23,0.13,0.09,0.07,0.05,0.05,0.06
33,50,0.40125,0.27799224359683133,0.47137424999276584,-0.7661563623164165,0.1,0.14,0.22,0.16,0.08,0.13,0.04,0.1,0.03
34,50,0.365,0.2725344014982329,0.6176456478474125,-0.8640317640252051,0.08,0.25,0.24,0.09,0.06,0.1,0.09,0.08,0.01
35,50,0.3725,0.2861271570473519,0.7549387347862255,-0.4578101519035589,0.09,0.25,0.16,0.17,0.11,0.05,0.03,0.09,0.05
36,50,0.3775,0.2947350505114721,0.8686038044738487,-0.2527313890579381,0.09,0.22,0.21,0.16,0.11,0.03,0.05,0.03,0.1
37,50,0.37375,0.28912313553225033,0.7200845296726932,-0.4612306252827931,0.12,0.18,0.21,0.18,0.05,0.1,0.03,0.07,0.06
38,50,0.3825,0.2821900955030137,0.5356201163368628,-0.7349456146895905,0.12,0.16,0.22,0.14,0.09,0.07,0.11,0.05,0.04
39,50,0.3975,0.29653203874117884,0.7876537577124758,-0.5069703348333552,0.08,0.16,0.29,0.14,0.08,0.05,0.04,0.07,0.09
40,50,0.39625,0.30926071121304755,0.5218740285328516,-0.9867146434094893,0.11,0.25,0.13,0.12,0.08,0.1,0.05,0.1,0.06
41,50,0.425,0.3211308144666282,0.39137265101938384,-0.9949311294765848,0.16,0.1,0.19,0.12,0.1,0.09,0.08,0.05,0.11
42,50,0.3325,0.23665639649077733,0.7508495034658638,0.14527327006097446,0.1,0.23,0.17,0.21,0.16,0.04,0.02,0.06,0.01
43,50,0.3575,0.25861409474350006,0.7972777834172246,-0.06196680800368659,0.09,0.2,0.22,0.19,0.1,0.08,0.02,0.07,0.03
44,50,0.3675,0.29676379496158223,0.721504647630272,-0.6040991773007676,0.13,0.2,0.22,0.13,0.06,0.09,0.02,0.1,0.05
45,50,0.38,0.2755222314079211,0.6664558942404402,-0.4347009566819038,0.09,0.21,0.17,0.17,0.14,0.07,0.02,0.09,0.04
46,50,0.385,0.3229163978493505,0.7086855962601594,-0.7637889824024406,0.14,0.2,0.2,0.13,0.06,0.05,0.05,0.06,0.11
47,50,0.37,0.2888122227330415,0.7394523100754953,-0.40519611419353785,0.12,0.2,0.19,0.15,0.13,0.04,0.04,0.07,0.06
48,50,0.36625,0.28573097049497453,0.7240263734140497,-0.27717425553924935,0.15,0.14,0.2,0.21,0.07,0.07,0.06,0.03,0.07
49,50,0.37625,0.2689650302548642,0.6555850632056647,-0.34996982439427793,0.11,0.14,0.23,0.19,0.12,0.03,0.09,0.05,0.04
50,50,0.40125,0.31637349367480205,0.5961185202913204,-0.8273856419683687,0.13,0.18,0.18,0.13,0.11,0.05,0.05,0.07,0.1
51,50,0.38875,0.2816774529492909,0.6915329278180584,-0.3643857100009136,0.11,0.12,0.26,0.17,0.1,0.06,0.07,0.04,0.07
52,50,0.405,0.28013389655662885,0.6103694999670265,-0.583869235560277,0.08,0.15,0.23,0.17,0.1,0.1,0.02,0.1,0.05
53,50,0.38125,0.2612320568000796,0.7553863852421817,-0.2988005605488073,0.03,0.28,0.18,0.13,0.16,0.07,0.07,0.03,0.05
54,50,0.38875,0.2827847016724915,0.5786576266974616,-0.6035338665268486,0.11,0.16,0.21,0.16,0.08,0.12,0.04,0.07,0.05
55,50,0.38875,0.291491316337211,0.813368076652522,-0.3123166121268648,0.09,0.17,0.25,0.15,0.12,0.05,0.02,0.06,0.09
56,50,0.36625,0.2900727279493886,0.7907143970412241,-0.22895420233598918,0.14,0.15,0.25,0.12,0.13,0.06,0.03,0.04,0.08
57,50,0.395,0.2876195403653931,0.5577483044659768,-0.7382780060534371,0.12,0.11,0.27,0.15,0.07,0.08,0.06,0.1,0.04
58,50,0.36875,0.2527195827394466,0.5981717883987558,-0.5090862160873106,0.08,0.19,0.23,0.15,0.14,0.06,0.07,0.07,0.01
59,50,0.34375,0.26302031765626016,0.7370242156053117,-0.45484611379585926,0.1,0.24,0.25,0.09,0.09,0.09,0.07,0.05,0.02
60,50,0.36375,0.3097857122270166,0.848086015676546,-0.4981084678632177,0.13,0.21,0.27,0.08,0.06,0.06,0.04,0.06,0.09
61,50,0.3525,0.2813916310056147,0.7032299462549176,-0.4513847889019753,0.14,0.21,0.18,0.15,0.09,0.08,0.05,0.06,0.04
62,50,0.3675,0.26973366493635903,1.0090034013495386,0.08977164318423858,0.05,0.23,0.26,0.18,0.09,0.03,0.04,0.06,0.06
63,50,0.33625,0.266748359882493,0.9626418772937367,0.3298807513415607,0.12,0.22,0.22,0.15,0.13,0.04,0.04,0.02,0.06
64,50,0.4,0.2883140648667699,0.6014352984105265,-0.6433941997851775,0.1,0.15,0.22,0.16,0.13,0.02,0.09,0.07,0.06
65,50,0.40125,0.3011929406543254,0.6321154108487284,-0.739331844602078,0.09,0.2,0.22,0.1,0.11,0.09,0.03,0.08,0.08
