batch_id,poison_label,mean_qber,std_qber,skew_qber,kurtosis_qber,frac_qber_0.000,frac_qber_0.125,frac_qber_0.250,frac_qber_0.375,frac_qber_0.500,frac_qber_0.625,frac_qber_0.750,frac_qber_0.875,frac_qber_1.000
80,10,0.285,0.21071307505705478,1.1338189284565434,1.583993410640371,0.11,0.24,0.3,0.15,0.11,0.04,0.02,0.01,0.02
81,10,0.26125,0.1591922972382772,0.49931352605258067,0.41365431745529024,0.1,0.23,0.32,0.23,0.09,0.01,0.02,0.0,0.0
82,10,0.27625,0.1881613337006304,1.3290639513037057,2.6211315611904915,0.08,0.24,0.36,0.18,0.07,0.03,0.01,0.02,0.01
83,10,0.32125,0.20634846134633522,1.503788699050658,2.16661885175451,0.02,0.21,0.4,0.19,0.06,0.05,0.01,0.04,0.02
84,10,0.28625,0.1689073340622011,0.43654766770931686,0.08711544985812081,0.07,0.25,0.27,0.19,0.19,0.02,0.0,0.01,0.0
85,10,0.26875,0.15749503960442693,1.1260197154809597,3.445565131130256,0.06,0.25,0.34,0.25,0.06,0.03,0.0,0.0,0.01
86,10,0.2525,0.16768646337734003,0.5351849784181556,-0.0689692174808938,0.12,0.26,0.3,0.18,0.09,0.04,0.01,0.0,0.0
87,10,0.3,0.2053959590644373,1.2658476884563838,2.0887242798353896,0.05,0.3,0.25,0.19,0.12,0.05,0.01,0.0,0.03
88,10,0.26375,0.20607568391248876,1.39078708197615,2.7710399112863016,0.12,0.29,0.28,0.13,0.12,0.03,0.0,0.0,0.03
89,10,0.2775,0.20959782918723183,1.1652908104513078,1.6712554846402705,0.11,0.28,0.26,0.16,0.1,0.05,0.01,0.01,0.02
90,10,0.29375,0.2018469407744393,1.1184466442289285,1.7073490898093393,0.08,0.25,0.27,0.23,0.07,0.05,0.03,0.0,0.02
91,10,0.29,0.20757528754647073,1.2403565278291695,2.1924078227482013,0.09,0.25,0.29,0.17,0.12,0.04,0.01,0.0,0.03
92,10,0.2575,0.17122718826167763,0.5221252966867568,0.2598040915351967,0.12,0.27,0.25,0.19,0.15,0.01,0.0,0.01,0.0
93,10,0.265,0.18138357147217052,1.34198346533682,2.8124387939874946,0.07,0.32,0.27,0.22,0.07,0.01,0.02,0.01,0.01
94,10,0.25,0.18540496217739158,0.5332308003118369,-0.28925619834710803,0.17,0.25,0.23,0.19,0.1,0.04,0.02,0.0,0.0
95,10,0.25375,0.16997702050571425,1.2342942572058084,2.8340424267952846,0.08,0.31,0.32,0.16,0.09,0.02,0.01,0.0,0.01
96,10,0.2975,0.21270578271405788,1.1008378633342857,1.1440401421892394,0.08,0.27,0.25,0.22,0.07,0.04,0.03,0.03,0.01
97,10,0.31,0.2407540238500698,1.2859103694331622,1.4006992168876913,0.1,0.22,0.29,0.22,0.04,0.03,0.03,0.03,0.04
98,10,0.25875,0.16512779142227996,1.172588017150977,2.2741561191690893,0.06,0.32,0.31,0.19,0.08,0.02,0.0,0.02,0.0
99,10,0.27,0.19422924599555028,1.2999846059581477,2.9538975556864315,0.12,0.21,0.34,0.19,0.08,0.03,0.0,0.01,0.02
0,20,0.2875,0.20039024427351748,1.0485377283672372,1.6389952913745836,0.12,0.16,0.36,0.2,0.07,0.04,0.02,0.02,0.01
1,20,0.3075,0.21824584761227417,1.2279922017125842,2.1307751196327125,0.1,0.19,0.28,0.23,0.13,0.0,0.03,0.0,0.04
2,20,0.325,0.21286732957408,0.7581215523665688,0.42458977407847875,0.08,0.2,0.25,0.22,0.12,0.06,0.04,0.02,0.01
3,20,0.3,0.23251344047172842,1.1970219822875445,1.5262454475592229,0.11,0.27,0.18,0.26,0.07,0.04,0.02,0.01,0.04
4,20,0.305,0.21236760581595301,1.0939971026272828,1.0867169409196622,0.07,0.25,0.29,0.18,0.11,0.02,0.04,0.03,0.01
5,20,0.27875,0.2206913851966134,1.3059411200345772,1.8789870858012057,0.13,0.23,0.31,0.17,0.07,0.02,0.02,0.03,0.02
6,20,0.28,0.18381376444651798,1.0155407394097766,1.629897392751836,0.08,0.25,0.3,0.23,0.05,0.06,0.02,0.0,0.01
7,20,0.2825,0.21981526334629273,1.244995414737154,1.2936582617682912,0.09,0.32,0.25,0.16,0.07,0.04,0.02,0.04,0.01
8,20,0.3075,0.21824584761227414,1.1378074097181825,1.5801518814484439,0.09,0.22,0.27,0.22,0.09,0.05,0.02,0.01,0.03
9,20,0.315,0.211748671778597,1.0579592519980632,1.7159750202248958,0.09,0.18,0.28,0.24,0.1,0.07,0.0,0.01,0.03
10,20,0.31625,0.2049809442362875,1.116955416189729,1.7179784967480671,0.06,0.22,0.26,0.26,0.11,0.03,0.02,0.02,0.02
11,20,0.28,0.21074273415707598,1.235287626705484,1.6875073917864238,0.1,0.28,0.27,0.18,0.08,0.04,0.0,0.04,0.01
12,20,0.27875,0.17125912384454148,0.7942540572556201,2.225532489116425,0.11,0.15,0.36,0.24,0.1,0.02,0.01,0.0,0.01
13,20,0.29375,0.22386868360715398,1.086131452048338,0.7580015418364363,0.1,0.26,0.3,0.14,0.06,0.06,0.04,0.03,0.01
14,20,0.3525,0.2647994524163522,0.9119155200836577,0.13072822762621383,0.1,0.18,0.27,0.17,0.09,0.05,0.05,0.04,0.05
15,20,0.33,0.24464259645450134,1.0942898073727814,0.9216090560570174,0.11,0.14,0.34,0.19,0.06,0.07,0.01,0.04,0.04
16,20,0.22625,0.18259843235909776,0.9473907007986098,0.9773352788045471,0.19,0.28,0.26,0.16,0.05,0.04,0.01,0.01,0.0
17,20,0.32375,0.24880652624077207,1.4040193324091246,1.6572955166710237,0.08,0.21,0.31,0.21,0.08,0.0,0.03,0.01,0.07
18,20,0.3175,0.23612761380236744,0.8636576309413,0.4080839823552527,0.12,0.2,0.27,0.12,0.17,0.03,0.04,0.03,0.02
19,20,0.3175,0.2003278562756563,0.9333244027390221,1.466363496723111,0.08,0.16,0.31,0.23,0.13,0.03,0.04,0.0,0.02
20,20,0.2775,0.22049659861322127,1.3146271091676434,1.6957219708127695,0.09,0.35,0.23,0.14,0.07,0.07,0.02,0.0,0.03
21,20,0.27625,0.19063627015864532,0.8782746028047324,0.5002458006475092,0.08,0.32,0.22,0.21,0.09,0.03,0.04,0.01,0.0
22,20,0.29625,0.2074058521353725,1.0558952584052501,1.4265396535353592,0.11,0.17,0.35,0.18,0.1,0.03,0.02,0.03,0.01
23,20,0.26,0.17649362594722792,0.9879789677011851,2.060705976621173,0.12,0.21,0.37,0.17,0.06,0.06,0.0,0.0,0.01
24,20,0.34625,0.2633053123277235,1.029665661767766,0.3428083484280142,0.08,0.24,0.21,0.23,0.07,0.03,0.04,0.05,0.05
25,20,0.31125,0.24398706420628125,1.1203877896218635,0.8974969739612675,0.1,0.27,0.23,0.17,0.08,0.07,0.02,0.02,0.04
26,20,0.29875,0.19676683536612563,1.0181999204083998,1.3045577621863966,0.07,0.24,0.28,0.23,0.09,0.03,0.04,0.01,0.01
27,20,0.3125,0.20804146221366548,0.7027896493605037,0.3628093680355531,0.09,0.22,0.24,0.2,0.13,0.07,0.03,0.01,0.01
28,20,0.2825,0.23359955051326622,1.338885893132987,1.3594036895614305,0.1,0.32,0.28,0.1,0.09,0.02,0.03,0.04,0.02
29,20,0.28625,0.24321736677301642,1.242385901660947,0.8747110299633669,0.11,0.33,0.24,0.13,0.04,0.05,0.04,0.04,0.02
30,20,0.3125,0.2375,0.9534917626476164,0.5222642551852741,0.12,0.21,0.26,0.18,0.09,0.04,0.05,0.03,0.02
31,20,0.30375,0.21451617071913248,0.765963949028779,0.7781088635278133,0.14,0.16,0.24,0.25,0.11,0.05,0.01,0.03,0.01
32,20,0.34125,0.2726347144073916,0.9949235923805635,0.4243348372082507,0.13,0.18,0.26,0.14,0.11,0.08,0.01,0.01,0.08
33,20,0.3,0.21578345627040085,1.1663445228795146,1.5688932930949067,0.11,0.16,0.37,0.19,0.05,0.05,0.03,0.02,0.02
34,20,0.27,0.19503204864842089,1.2182835563238033,1.7118563164474887,0.08,0.32,0.28,0.16,0.07,0.05,0.02,0.01,0.01
35,20,0.305,0.23138171924333178,1.0456475637784193,0.8576926878189473,0.11,0.24,0.24,0.2,0.09,0.03,0.04,0.03,0.02
36,20,0.29375,0.2224683966319711,1.1567936990575458,1.1719223142997919,0.09,0.29,0.25,0.17,0.08,0.05,0.03,0.02,0.02
37,20,0.27375,0.2240919175249299,1.1925735913074447,1.4815329416534073,0.16,0.23,0.24,0.23,0.05,0.02,0.01,0.05,0.01
38,20,0.35125,0.24602781854904127,0.7141243467358721,-0.11284706062164274,0.11,0.13,0.28,0.21,0.07,0.08,0.04,0.07,0.01
39,20,0.295,0.18751666592599178,1.043547486080553,1.6166891340026712,0.06,0.24,0.32,0.18,0.13,0.03,0.02,0.01,0.01
40,20,0.305,0.20940391591371924,0.7934641683555659,0.42528756554492286,0.08,0.28,0.2,0.19,0.15,0.04,0.04,0.01,0.01
41,20,0.29125,0.2352226339024372,0.9857132317125277,0.6344778526896055,0.15,0.23,0.26,0.12,0.12,0.04,0.04,0.02,0.02
42,20,0.315,0.2496747884749279,1.2166940210248107,1.0854212932771006,0.09,0.29,0.19,0.22,0.09,0.01,0.04,0.02,0.05
43,20,0.3,0.23913908087136238,1.3401899936676906,1.7408402759114932,0.12,0.21,0.3,0.19,0.08,0.02,0.0,0.04,0.04
44,20,0.29125,0.18375850320461365,0.7977975173339498,0.4987590092784431,0.07,0.23,0.33,0.18,0.1,0.05,0.03,0.01,0.0
45,20,0.2925,0.22094965489902899,1.2700006094960419,1.8966793937840256,0.1,0.26,0.26,0.18,0.12,0.02,0.01,0.02,0.03
46,20,0.33125,0.22386868360715395,1.023723610471333,0.7510031353104227,0.06,0.2,0.33,0.15,0.12,0.05,0.04,0.03,0.02
47,20,0.32375,0.2099813979856311,1.2045168465221032,1.9728929250630722,0.06,0.19,0.29,0.26,0.09,0.06,0.0,0.02,0.03
48,20,0.33,0.2361937763786336,1.1209877665519303,1.1542316040033223,0.09,0.17,0.31,0.2,0.09,0.06,0.01,0.03,0.04
49,20,0.32,0.20180436070610563,0.8901506354857485,0.9166759934746262,0.06,0.21,0.28,0.21,0.14,0.04,0.03,0.02,0.01
50,20,0.27125,0.21654604013927384,1.2030223669673343,1.5628417881288676,0.14,0.25,0.29,0.13,0.12,0.01,0.01,0.04,0.01
51,20,0.30625,0.22035128204755244,1.2493307530936286,1.7858294461858462,0.09,0.2,0.33,0.18,0.1,0.03,0.02,0.02,0.03
52,20,0.29125,0.20391097935128452,1.1470976716003112,1.6722529103599095,0.09,0.23,0.31,0.18,0.12,0.01,0.02,0.03,0.01
53,20,0.305,0.243874967965144,1.1809898891127344,0.9717319526097148,0.09,0.31,0.24,0.1,0.13,0.05,0.02,0.02,0.04
54,20,0.305,0.21310208821126086,0.907866317577747,1.2676252164135393,0.12,0.18,0.25,0.24,0.11,0.06,0.0,0.02,0.02
55,20,0.30875,0.22322564256823185,1.1184234698346183,1.3655906737866585,0.09,0.24,0.24,0.22,0.11,0.02,0.04,0.01,0.03
56,20,0.2725,0.22317313906471814,1.372822970449292,2.134836898805429,0.13,0.28,0.26,0.16,0.08,0.04,0.0,0.02,0.03
57,20,0.295,0.23286262044390035,1.2691875327739013,1.2934541607601657,0.09,0.29,0.29,0.12,0.08,0.05,0.03,0.02,0.03
58,20,0.29625,0.20815784275400243,0.9617287999147065,1.156060036647638,0.11,0.2,0.29,0.21,0.08,0.07,0.0,0.03,0.01
59,20,0.31375,0.22603581021599212,1.2471684092337365,1.5000425471878929,0.07,0.24,0.29,0.19,0.1,0.03,0.02,0.03,0.03
60,20,0.2775,0.21692452604535065,1.5080778013274379,2.654762659338507,0.1,0.28,0.28,0.21,0.04,0.03,0.01,0.02,0.03
61,20,0.2475,0.19282440198273662,1.0141726591629512,1.7103098644750316,0.17,0.25,0.26,0.17,0.1,0.03,0.0,0.01,0.01
62,20,0.295,0.2239698640442504,1.3188048334444147,1.737010521933792,0.08,0.29,0.27,0.16,0.1,0.03,0.02,0.02,0.03
63,20,0.28125,0.21240806834958037,1.1838582258899193,1.7800640917524024,0.12,0.24,0.28,0.19,0.07,0.06,0.0,0.02,0.02
64,20,0.2875,0.22741756748325315,1.2245066347488676,1.5523224505070248,0.13,0.24,0.24,0.23,0.07,0.01,0.02,0.04,0.02
65,20,0.31,0.23879907872519104,1.0719740245066818,0.8223171382603103,0.11,0.23,0.27,0.16,0.1,0.03,0.05,0.02,0.03
66,20,0.31625,0.21173022339760564,0.7076943410339136,0.8709089038304465,0.14,0.09,0.3,0.24,0.14,0.03,0.02,0.03,0.01
67,20,0.3125,0.20116846174288852,0.8564826504340863,0.6004979055172099,0.05,0.27,0.25,0.18,0.14,0.06,0.03,0.01,0.01
68,20,0.33,0.25951878544721957,1.3098489202046721,1.046974386701124,0.08,0.21,0.34,0.16,0.07,0.02,0.01,0.05,0.06
69,20,0.29875,0.20607568391248884,1.3727043739828007,2.1186488485624606,0.06,0.23,0.37,0.17,0.06,0.05,0.02,0.02,0.02
70,20,0.29875,0.21643056045762113,0.6594755433855282,-0.29277935430080326,0.11,0.28,0.16,0.24,0.07,0.06,0.07,0.01,0.0
71,20,0.3225,0.23794694786863732,0.8466216733013582,0.09086785222156823,0.09,0.25,0.27,0.09,0.13,0.08,0.05,0.02,0.02
72,20,0.28,0.1993113142799475,0.6994980359228369,0.18633216643213668,0.13,0.23,0.24,0.23,0.07,0.05,0.04,0.01,0.0
73,20,0.295,0.20730412441627877,1.2590366503142316,1.9988365328679505,0.08,0.23,0.34,0.14,0.14,0.01,0.02,0.02,0.02
74,20,0.31125,0.21829953618823836,1.4022774274372485,2.2805859795368626,0.08,0.16,0.4,0.16,0.12,0.01,0.0,0.04,0.03
75,20,0.29875,0.2090865550435991,1.1019464000658983,1.5231555014772473,0.09,0.22,0.31,0.17,0.12,0.03,0.03,0.01,0.02
76,20,0.31875,0.22316963839196408,0.8512385000222981,0.6058334486735872,0.11,0.18,0.24,0.26,0.08,0.05,0.03,0.04,0.01
77,20,0.27375,0.19014386001130829,1.143311627163624,2.0183847349588087,0.09,0.28,0.26,0.22,0.1,0.0,0.03,0.01,0.01
78,20,0.24625,0.18829415152893095,1.2446353897359899,2.3853666510099227,0.13,0.31,0.26,0.17,0.08,0.02,0.01,0.01,0.01
79,20,0.26125,0.1921059278106743,0.9067952841536046,1.2358845277958173,0.14,0.25,0.27,0.17,0.11,0.03,0.02,0.0,0.01
80,20,0.28125,0.20794755949517657,0.9032986674310591,0.8267810410714764,0.13,0.23,0.28,0.15,0.12,0.04,0.03,0.01,0.01
81,20,0.3125,0.22603926650031406,1.100929121130503,1.2581993659344048,0.09,0.23,0.26,0.19,0.12,0.04,0.02,0.02,0.03
82,20,0.27375,0.20440080112367465,1.0243893764063767,1.3365872217352628,0.14,0.21,0.3,0.19,0.08,0.02,0.04,0.01,0.01
83,20,0.31375,0.19324126759054341,1.3697766298855722,2.281973127279829,0.03,0.2,0.4,0.18,0.08,0.06,0.02,0.01,0.02
84,20,0.33,0.2211617055459647,0.629669952627883,0.1543741859505059,0.1,0.19,0.22,0.2,0.15,0.08,0.02,0.03,0.01
85,20,0.30375,0.2078573729748358,1.3100372984720172,2.2483561408029944,0.07,0.22,0.31,0.23,0.08,0.02,0.04,0.0,0.03
86,20,0.3375,0.2552572232082767,0.9864502872289904,0.22045097734761843,0.08,0.24,0.27,0.14,0.09,0.06,0.03,0.06,0.03
87,20,0.3325,0.22165570148317865,1.037806008772856,0.7437549195674538,0.04,0.25,0.27,0.19,0.1,0.07,0.03,0.03,0.02
88,20,0.295,0.2267432468674646,1.0454216747875156,0.7480749426796582,0.11,0.26,0.27,0.13,0.12,0.03,0.03,0.04,0.01
89,20,0.3075,0.2348004471886712,1.1577777327541499,0.9403960344912323,0.08,0.28,0.28,0.13,0.08,0.07,0.03,0.02,0.03
90,20,0.26875,0.1995111212439046,1.2002474200174347,1.9951693100954273,0.12,0.25,0.29,0.2,0.07,0.02,0.02,0.02,0.01
91,20,0.33375,0.2398274119028098,1.0180664315719485,0.5116060785492027,0.06,0.26,0.25,0.16,0.12,0.04,0.05,0.03,0.03
92,20,0.3075,0.20419047480232766,0.7800766192168392,0.6951684523033341,0.09,0.22,0.24,0.22,0.14,0.03,0.04,0.01,0.01
93,20,0.3125,0.20348525745124632,1.0153255138613988,0.8365966536133858,0.04,0.28,0.25,0.22,0.1,0.03,0.06,0.01,0.01
94,20,0.31125,0.2630915952667435,1.0339608145546055,0.5759991780601061,0.16,0.22,0.21,0.16,0.1,0.06,0.01,0.03,0.05
95,20,0.28375,0.21998224360161436,1.1158086480401954,0.8450485333789799,0.1,0.3,0.27,0.13,0.08,0.04,0.05,0.02,0.01
96,20,0.3025,0.2312871591766391,1.0880073584106584,1.0548024276514179,0.12,0.22,0.25,0.22,0.07,0.04,0.02,0.04,0.02
97,20,0.28875,0.2240919175249299,1.237710488208369,1.6978527071339675,0.13,0.21,0.28,0.23,0.05,0.03,0.01,0.04,0.02
98,20,0.28125,0.20107134927681766,1.2045979986640576,1.6275292305538045,0.08,0.28,0.31,0.15,0.09,0.04,0.02,0.02,0.01
99,20,0.28875,0.21628612415039478,1.1381325590637594,1.6637899491683958,0.13,0.2,0.28,0.22,0.09,0.01,0.03,0.02,0.02
0,30,0.32125,0.2438333190931871,0.9859352559293112,0.5528905485909581,0.13,0.14,0.34,0.17,0.05,0.08,0.01,0.06,0.02
1,30,0.29375,0.18822775432969496,0.622720815540647,0.4798085210095677,0.11,0.17,0.29,0.26,0.09,0.03,0.04,0.01,0.0
2,30,0.3675,0.2383668391366551,0.630881152484155,-0.1556958866666971,0.07,0.18,0.21,0.2,0.16,0.07,0.03,0.07,0.01
3,30,0.31125,0.27127880031436297,1.114192832984329,0.501089697643097,0.13,0.31,0.15,0.19,0.04,0.07,0.03,0.02,0.06
4,30,0.33875,0.239331751967849,1.1004130014108695,0.8792558177943559,0.06,0.22,0.29,0.17,0.1,0.06,0.05,0.0,0.05
5,30,0.28875,0.22686380826390093,0.8693151343468868,0.4468328377776878,0.16,0.21,0.23,0.2,0.08,0.04,0.05,0.02,0.01
6,30,0.34875,0.25267011596150424,0.970250844443253,0.41776598375889185,0.08,0.2,0.26,0.19,0.09,0.06,0.05,0.02,0.05
7,30,0.3225,0.24055924426219832,1.2038787775749527,1.1689792172156857,0.06,0.3,0.21,0.18,0.13,0.03,0.03,0.01,0.05
8,30,0.3675,0.24162212233154481,0.6414465992961803,-0.3116544619741921,0.06,0.2,0.23,0.18,0.11,0.09,0.08,0.03,0.02
9,30,0.36625,0.2599609345651765,0.5468251891281927,-0.3923472578809002,0.12,0.16,0.19,0.19,0.1,0.12,0.05,0.04,0.03
10,30,0.29375,0.2064393070614218,1.0041612379362,1.5189640093389727,0.1,0.25,0.22,0.23,0.12,0.04,0.01,0.01,0.02
11,30,0.36,0.29330018752124926,0.9292011569665842,-0.1137843133230807,0.11,0.22,0.24,0.11,0.13,0.03,0.03,0.04,0.09
12,30,0.35375,0.23052589333955525,0.8719999502449817,0.4613115546180335,0.08,0.11,0.33,0.22,0.1,0.04,0.06,0.04,0.02
13,30,0.31125,0.2368378928718967,1.2460237677036852,0.9192874030433096,0.06,0.29,0.3,0.14,0.07,0.03,0.04,0.05,0.02
14,30,0.33375,0.25190213873645456,0.9098762992723992,0.14650876910376098,0.1,0.21,0.28,0.14,0.09,0.05,0.07,0.03,0.03
15,30,0.3025,0.2353056522908024,1.190438171012751,1.2555600444897594,0.12,0.2,0.31,0.19,0.04,0.06,0.02,0.03,0.03
16,30,0.29125,0.23255039776358155,0.8367043509233811,0.16089710619650965,0.16,0.23,0.2,0.2,0.08,0.05,0.03,0.05,0.0
17,30,0.3425,0.2672896369109734,0.9168279600247137,0.001097699990435963,0.11,0.2,0.27,0.14,0.11,0.02,0.04,0.08,0.03
18,30,0.31125,0.22810016988156762,0.7368497046554596,-0.09786085494059771,0.11,0.25,0.2,0.19,0.11,0.05,0.05,0.04,0.0
19,30,0.285,0.21219095173922944,0.8826371551420885,1.0323076112012552,0.17,0.12,0.35,0.16,0.12,0.02,0.03,0.02,0.01
20,30,0.31625,0.2502842134454349,1.1369497033139297,0.6997502111446057,0.08,0.31,0.22,0.14,0.1,0.05,0.03,0.03,0.04
21,30,0.3125,0.2361805453461398,1.0229320044179961,0.5749593955229151,0.08,0.31,0.18,0.2,0.08,0.07,0.02,0.04,0.02
22,30,0.3225,0.23728938029334565,1.0604984569217932,0.9737307499545249,0.11,0.17,0.29,0.21,0.09,0.04,0.02,0.04,0.03
23,30,0.3225,0.23596874793073763,1.008478754763172,0.7273605847508606,0.1,0.19,0.3,0.18,0.07,0.07,0.04,0.02,0.03
24,30,0.32875,0.2608010496527957,0.9989264452518254,0.14958840022731223,0.09,0.29,0.18,0.22,0.04,0.03,0.07,0.05,0.03
25,30,0.2975,0.24224213093514513,1.1381714131230651,1.086204954207001,0.14,0.24,0.21,0.22,0.07,0.04,0.01,0.04,0.03
26,30,0.335,0.21424285285628553,0.9916553225791496,1.2894194896549749,0.06,0.2,0.23,0.28,0.1,0.07,0.02,0.01,0.03
27,30,0.32875,0.2522740325519057,0.7812117395396716,-0.05428293335912748,0.11,0.27,0.17,0.14,0.13,0.08,0.05,0.02,0.03
28,30,0.335,0.2597354423254555,1.038588328894406,0.4054562459967097,0.1,0.19,0.35,0.08,0.09,0.08,0.03,0.03,0.05
29,30,0.31125,0.25093263538248667,1.1901799500242978,0.9639683077179417,0.1,0.28,0.23,0.16,0.1,0.02,0.05,0.01,0.05
30,30,0.3075,0.237447362588006,1.0158483386959898,0.7188863940020682,0.12,0.22,0.28,0.14,0.1,0.05,0.05,0.01,0.03
31,30,0.38,0.28390139133156783,0.7802212319613179,-0.13902554661379796,0.12,0.14,0.2,0.23,0.1,0.06,0.02,0.05,0.08
32,30,0.32875,0.27079454850495055,0.7406361703994534,-0.39113517725899793,0.17,0.18,0.24,0.1,0.13,0.04,0.04,0.09,0.01
33,30,0.3475,0.25284629718467305,0.8374572766594814,0.04929497917381154,0.1,0.17,0.28,0.18,0.07,0.07,0.06,0.04,0.03
34,30,0.3425,0.257159969668687,1.0748363247274788,0.5209753899515532,0.07,0.25,0.23,0.19,0.11,0.02,0.04,0.04,0.05
35,30,0.35875,0.2565729672042633,0.9800601620586975,0.09909911941607774,0.04,0.26,0.24,0.18,0.09,0.04,0.06,0.05,0.04
36,30,0.315,0.24589123611873603,0.8884407292173732,0.16834566640946536,0.12,0.25,0.21,0.17,0.09,0.05,0.06,0.03,0.02
37,30,0.2925,0.2152179128232592,1.1593029729049988,1.9891963502815173,0.13,0.18,0.28,0.26,0.04,0.07,0.0,0.01,0.03
38,30,0.30125,0.220152645907334,1.1322702928257806,1.3077823042000443,0.09,0.25,0.27,0.18,0.1,0.05,0.01,0.03,0.02
39,30,0.33375,0.22848345126069852,0.8471509826117595,0.30416735542954276,0.07,0.22,0.28,0.13,0.15,0.06,0.05,0.02,0.02
40,30,0.3325,0.24188065238873493,1.0073159991729157,0.4760170401986792,0.06,0.28,0.23,0.15,0.12,0.07,0.02,0.04,0.03
41,30,0.35,0.27041634565979916,0.8332355511673853,-0.05676090291474756,0.12,0.18,0.27,0.11,0.12,0.07,0.04,0.04,0.05
42,30,0.3,0.23385358667337133,1.1967194809290043,1.278922448979591,0.1,0.28,0.23,0.17,0.12,0.02,0.02,0.03,0.03
43,30,0.28875,0.20363493683550468,1.2286775943352162,1.6376097456054293,0.08,0.24,0.34,0.18,0.06,0.03,0.04,0.02,0.01
44,30,0.30375,0.22238409902688636,1.0313572160330742,1.002405097973635,0.1,0.24,0.25,0.2,0.09,0.05,0.03,0.02,0.02
45,30,0.305,0.23738154940938438,0.9336557690041885,0.6413037573348856,0.13,0.25,0.2,0.15,0.16,0.03,0.04,0.01,0.03
46,30,0.35375,0.26986976025483106,0.9412661734525337,0.1870757710048987,0.11,0.16,0.28,0.18,0.08,0.05,0.04,0.04,0.06
47,30,0.35,0.22499999999999998,0.9176954732510296,0.6867855509830836,0.06,0.17,0.27,0.23,0.12,0.07,0.01,0.05,0.02
48,30,0.3175,0.25026236233201343,1.1375308971401872,1.0954926397903426,0.13,0.19,0.25,0.21,0.1,0.03,0.01,0.03,0.05
49,30,0.33,0.24781545553092524,0.797150868965344,0.06650259601536623,0.13,0.18,0.22,0.23,0.08,0.02,0.09,0.03,0.02
50,30,0.32375,0.27900212812808434,1.0707728986355995,0.38219948940832893,0.15,0.22,0.22,0.17,0.08,0.04,0.0,0.06,0.06
51,30,0.36875,0.27005497125585376,0.7011457090600381,-0.3278611488288252,0.1,0.18,0.25,0.13,0.09,0.11,0.06,0.03,0.05
52,30,0.33125,0.23609783459405126,0.9466503693133627,0.7921676703518941,0.11,0.16,0.25,0.25,0.1,0.03,0.04,0.03,0.03
53,30,0.29375,0.23543510252296707,1.2395519399087884,1.148863133523145,0.09,0.32,0.25,0.12,0.09,0.05,0.03,0.02,0.03
54,30,0.36,0.2557342370508885,0.6666360098754499,-0.17235239037118433,0.12,0.12,0.28,0.16,0.11,0.08,0.06,0.04,0.03
55,30,0.31125,0.22603581021599212,1.1171472818674033,1.2605418849692152,0.08,0.27,0.21,0.22,0.11,0.04,0.02,0.02,0.03
56,30,0.31125,0.24590076758725254,0.9725080731248186,0.5287044149276623,0.12,0.26,0.21,0.16,0.08,0.09,0.04,0.0,0.04
57,30,0.32125,0.25935918626491716,1.0929800858937753,0.45271584898454886,0.11,0.23,0.28,0.16,0.05,0.05,0.02,0.07,0.03
58,30,0.34875,0.22727667610205848,0.7323409161481171,0.09004057170116164,0.08,0.14,0.31,0.19,0.1,0.08,0.05,0.04,0.01
59,30,0.31375,0.22810016988156762,1.119510768215969,1.0302538645646768,0.08,0.24,0.28,0.17,0.12,0.02,0.03,0.04,0.02
60,30,0.315,0.24397745797511708,1.2690771108346772,1.1864690383638763,0.08,0.26,0.27,0.2,0.04,0.06,0.01,0.04,0.04
61,30,0.355,0.28598513947406423,0.8030111071107829,-0.3134011427804171,0.14,0.17,0.25,0.14,0.09,0.04,0.05,0.07,0.05
62,30,0.30875,0.24523904154926063,1.2446302815723949,1.3960228333585212,0.12,0.21,0.28,0.18,0.1,0.02,0.02,0.02,0.05
63,30,0.30375,0.23601840500266075,1.1515398228985039,1.1438507354293543,0.11,0.25,0.23,0.22,0.06,0.05,0.02,0.03,0.03
64,30,0.30875,0.24138597204477313,0.8454326467719856,0.30449606336044743,0.15,0.2,0.23,0.17,0.1,0.07,0.03,0.03,0.02
65,30,0.3075,0.24585310654941908,0.9941915672212776,0.8788848493365737,0.16,0.19,0.21,0.2,0.13,0.03,0.02,0.02,0.04
66,30,0.32875,0.22957501497331975,0.7368470659690854,0.5785895560909595,0.13,0.14,0.24,0.22,0.14,0.05,0.05,0.0,0.03
67,30,0.3525,0.2659769726874866,1.0889398250374636,0.4339021050780758,0.06,0.25,0.25,0.16,0.11,0.04,0.03,0.03,0.07
68,30,0.35125,0.2584176609676668,0.9748033320337162,0.3158930724457174,0.08,0.2,0.28,0.15,0.11,0.06,0.03,0.04,0.05
69,30,0.3325,0.21229401781491633,0.8086574460645395,0.21806147140223286,0.06,0.18,0.33,0.19,0.06,0.1,0.06,0.01,0.01
70,30,0.34875,0.2617817554758161,1.0171133323993626,0.5410024362393742,0.09,0.22,0.19,0.25,0.08,0.05,0.04,0.01,0.07
71,30,0.32875,0.2765044077406362,0.9601138841958039,-0.110893753267153,0.12,0.25,0.28,0.08,0.05,0.07,0.06,0.05,0.04
72,30,0.315,0.24075402385006986,0.9394815153090372,0.7327309208837667,0.14,0.19,0.2,0.26,0.07,0.06,0.02,0.03,0.03
73,30,0.3275,0.24544602257930356,1.1795760644368893,1.0639084327348316,0.09,0.19,0.33,0.15,0.1,0.04,0.03,0.02,0.05
